ID_Publicacion,ID_Publicacion_Padre,ID_Usuario,Usuario_Handle,Plataforma,Tipo_Publicacion,Texto_Publicacion,Hashtags_Usados,Marca_Mencionada,Fecha_Hora_Publicacion,Perfil_Usuario,Antigüedad_Cuenta_Dias,Num_Seguidores_Cuenta,Num_Interacciones,Velocidad_Viralizacion,Contenido_Reciclado,Corroboraciones_Independientes
1973,1898.0,342,@kevin_00,TikTok,Comentario,yo creo que el ganador de mi ciudad sí recibió el premio sin ningún inconveniente,#QueDijoKai #EvaluandoLaSituacion,,2026-03-15 03:42:38,Cuenta_Nueva,18.5,10457,180.0,2.5,No,1
1974,1895.0,289,@gabrielarojas,X,Transcripción de audio/video,"yo hacía memes de Kai, ahora no sé ni qué publicar de verdad...",,,2026-03-15 05:21:39,Cuenta_Nueva,0.0,2339,80.0,0.4,No,1
1975,,38,@yesid,TikTok,Comentario,esto va a ser tendencia todo el día seguro y nadie sabe ni qué creer,#KaiEsInocente,,2026-03-15 00:45:33,Anónimo,1156.1,1653,104.0,0.9,No,0
1976,,202,@melissagomez_11,X,Repost/Cita,"esto se puso serio rapidísimo, hace una hora era chisme la verdad",#Cancelado,,2026-03-15 03:33:33,Anónimo,1288.8,466,123.0,1.2,No,0
1977,1521.0,47,@felipex,TikTok,Descripción de captura,yo vine a leer los comentarios que siempre son mejores que la noticia sinceramente,,,2026-03-15 03:20:52,Verificado,1856.1,893,41.0,1.5,No,1
1978,1878.0,321,@antonianino_11,Instagram,Comentario,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos y nadie sabe ni qué creer.",#KaiDuarte,,2026-03-15 04:20:02,Cuenta_Nueva,4.7,191,60.0,0.6,No,0
1979,,116,@carolina_00,TikTok,Repost/Cita,cada hora aparece un ángulo nuevo de esto y cada rato cambia la versión,,,2026-03-15 02:23:05,Verificado,985.8,604,46.0,1.8,No,1
1980,1917.0,292,@valentinasuarez_real,X,Comentario,dicen que hay un audio filtrado completo pero nadie lo ha mostrado,#QueDijoKai,,2026-03-15 05:32:40,Anónimo,6.5,446,868.0,7.3,Posible (similar a una publicación anterior),1
1981,1782.0,288,@monicatv,Foro anónimo,Descripción de captura,Yo creo que hay que esperar antes de sacar conclusiones otra vez,#QueDijoKai #Cancelado,,2026-03-15 04:35:31,Anónimo,7.2,413,52.0,3.1,No,0
1982,1643.0,107,@tomascastro_,X,Comentario,actualización: nadie de los que participamos notó nada fuera de lo normal esa noche,#Cancelado,,2026-03-15 04:17:10,Anónimo,1158.0,1947,166.0,1.8,No,0
1983,1846.0,167,@sofialopezx,X,Comentario,Increíble como en una noche esto se salió de control de verdad,#QueDijoKai #FakeNews,,2026-03-15 03:52:50,Fan_Antiguo,794.3,5818,11.0,0.6,No,2
1984,1853.0,355,@apoyomateo_602,TikTok,Repost/Cita,"no dejen que borren la evidencia, guarden capturas ya #CancelenAKai",#CancelenAKai,,2026-03-15 04:19:29,Bot_Sospechoso,1.5,3987,214.0,0.1,No,0
1985,1618.0,179,@hector15,Foro anónimo,Comentario,El trending de hoy tenía que ser esto obviamente,#EvaluandoLaSituacion,,2026-03-15 04:32:26,Anónimo,1917.0,11210,146.0,2.9,No,2
1986,1774.0,7,@juliana_ug,Foro anónimo,Comentario,"cada quien cree lo que quiere creer, ya nadie mira pruebas y las marcas ni se han pronunciado bien",#EvaluandoLaSituacion,,2026-03-15 04:02:17,Verificado,240.9,1015,26.0,3.4,No,0
1987,1869.0,188,@santiago22,Instagram,Comentario,"honestamente, la plataforma que usaron para el sorteo es auditable, cualquiera puede revisarla",#QueDijoKai,,2026-03-15 04:55:23,Fan_Antiguo,2439.2,194,1224.0,3.3,No,4
1988,1927.0,408,@teamkai_358,X,Comentario,"eso que están pasando como prueba nueva es de un caso viejo, no es de ahora",#JusticiaParaKai,,2026-03-15 05:14:42,Anónimo,729.5,521,100.0,3.6,No,1
1989,1978.0,321,@antonianino_11,TikTok,Comentario,circula que una cuenta que no conozco subió una captura que supuestamente confirma todo,#KaiMentiroso,,2026-03-15 04:26:04,Cuenta_Nueva,4.7,191,344.0,11.8,No,0
1990,1717.0,313,@felipesalazar03,X,Comentario,"ojo con esto: según un grupo de Facebook, esto ya se sabía desde hace meses",#CancelenAKai,,2026-03-15 03:00:29,Anónimo,0.6,52,261.0,4.6,No,0
1991,1917.0,275,@ximenabogota,X,Comentario,"ojo con esto: según un grupo de Facebook, esto ya se sabía desde hace meses",,,2026-03-15 06:09:40,Cuenta_Nueva,5.0,676,421.0,13.1,No,0
1992,1914.0,324,@david_00,X,Descripción de captura,dejen a la gente en paz hasta que se sepa la verdad sin exagerar...,#EvaluandoLaSituacion,,2026-03-15 01:50:46,Anónimo,2.3,146,164.0,3.0,No,0
1993,1826.0,329,@monica34,X,Comentario,Ojo con esto: alguien juró que tiene capturas del chat privado pero nunca las publicó,#EvaluandoLaSituacion #QueDijoKai,,2026-03-15 05:21:46,Cuenta_Nueva,19.9,548,362.0,0.1,No,1
1994,,251,@miguel_col,Instagram,Comentario,"la marca ya se está lavando las manos, típico y las marcas ni se han pronunciado bien",,,2026-03-15 04:08:18,Fan_Antiguo,1376.3,7608,11.0,4.7,No,0
1995,1984.0,38,@yesid,Instagram,Comentario,Me acaban de contar que una cuenta que no conozco subió una captura que supuestamente confirma todo,#FueraKai,,2026-03-15 04:23:43,Anónimo,1156.1,1653,609.0,0.1,No,1
1996,1919.0,138,@carloslopezbogota,TikTok,Comentario,yo creo que nadie de los que participamos notó nada fuera de lo normal esa noche,#YoLeCreoAKai,,2026-03-15 04:19:59,Fan_Antiguo,30.0,9800,55.0,3.1,No,2
1997,1935.0,178,@sofiasalazarcun,X,Comentario,"esto ya lo vi venir hace rato, algo raro pasaba y nadie sabe ni qué creer.",,,2026-03-15 05:36:10,Verificado,1747.0,8260,7.0,0.4,No,0
1998,1917.0,157,@jorgepardo03,X,Repost/Cita,no había visto esta cantidad de gente opinando de algo en meses ya en serio,#FueraKai,,2026-03-15 05:38:40,Anónimo,1414.8,20991,424.0,3.5,No,0
1999,1804.0,60,@alejandropinzon99,Instagram,Comentario,el ganador de mi ciudad sí recibió el premio sin ningún inconveniente,,,2026-03-15 03:26:21,Anónimo,1712.2,2331,37.0,0.1,Posible (similar a una publicación anterior),2
2000,1689.0,259,@karensuarez,Instagram,Comentario,en mi casa no se habla de otra cosa desde anoche ya en serio...,#EvaluandoLaSituacion #QueDijoKai,,2026-03-15 03:37:48,Anónimo,4.1,3606,94.0,1.6,No,0
2001,1633.0,38,@yesid,X,Comentario,yo esperaría el comunicado oficial antes de opinar la verdad...,,,2026-03-15 05:49:00,Anónimo,1156.1,1653,134.0,2.2,No,1
2002,1902.0,304,@adrianariostv,Foro anónimo,Comentario,Ojo con esto: circula el rumor de que hay más pruebas guardadas para después,#CancelenAKai,,2026-03-15 05:12:58,Cuenta_Nueva,13.2,764,37.0,6.5,No,0
2003,1945.0,130,@brayan_,Instagram,Comentario,"actualización: la plataforma que usaron para el sorteo es auditable, cualquiera puede revisarla",,,2026-03-15 04:24:25,Verificado,413.0,160,134.0,5.8,No,1
2004,1892.0,401,@porsiempreKai_785,Instagram,Comentario,"si escuchan el audio completo, Kai está bromeando, no confesando nada",#JusticiaParaKai,,2026-03-15 04:24:29,Anónimo,250.2,268,106.0,13.8,No,3
2005,,16,@lilianapinzonbogota,X,Descripción de captura,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos sin exagerar",#Cancelado,,2026-03-15 02:32:22,Fan_Antiguo,809.0,2277,29.0,2.6,No,0
2006,1921.0,221,@carlosbogota,TikTok,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer y nadie sabe ni qué creer,#JusticiaParaKai,,2026-03-15 04:10:50,Fan_Antiguo,688.7,2235,12.0,1.0,No,0
2007,1668.0,247,@antonia2020,Instagram,Comentario,la cantidad de cuentas nuevas comentando esto me da mala espina sinceramente,#KaiDuarte,,2026-03-15 03:56:55,Verificado,881.8,4732,20.0,1.4,No,0
2008,1791.0,149,@paola,Instagram,Descripción de captura,yo vine a leer los comentarios que siempre son mejores que la noticia sin exagerar,,,2026-03-15 02:52:36,Fan_Antiguo,890.2,6350,32.0,0.1,No,0
2009,1868.0,401,@porsiempreKai_785,TikTok,Comentario,el historial de Kai con sus sorteos ha sido limpio siempre,#JusticiaParaKai,,2026-03-15 05:03:59,Anónimo,250.2,268,456.0,10.2,No,2
2010,,341,@manuelaortizsabana,X,Transcripción de audio/video,yo sigo esperando que Kai diga algo ya en serio,,,2026-03-15 04:05:24,Cuenta_Nueva,11.3,220,5.0,5.1,No,1
2011,,137,@ricardomorenocun,Instagram,Transcripción de audio/video,honestamente ya perdí la cuenta de cuántas pruebas van la verdad,#QueDijoKai,,2026-03-15 01:32:51,Fan_Antiguo,1378.5,3271,7.0,1.9,No,0
2012,1882.0,44,@santiago_,Instagram,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer ya en serio...,,,2026-03-15 03:11:36,Verificado,30.0,172,59.0,1.8,No,1
2013,2001.0,27,@cristiancruz15,Instagram,Comentario,"sea cual sea la verdad, la forma en que se está manejando esto es un desastre la verdad...",#CancelenAKai #EvaluandoLaSituacion,,2026-03-15 05:59:24,Fan_Antiguo,122.4,272,20.0,6.5,No,1
2014,1865.0,372,@mvidalteam_151,TikTok,Repost/Cita,"COMPARTAN esto antes de que lo borren, la verdad sobre Kai #CancelenAKai",#CancelenAKai,,2026-03-15 03:05:51,Bot_Sospechoso,1.0,4811,238.0,26.6,No,0
2015,,263,@claudiavargas22,X,Post original,me parece raro que UrbanKrew se pronuncie tan rápido sin saber toda la historia,#KaiDuarte,UrbanKrew,2026-03-15 02:45:10,Anónimo,6.8,214,28.0,3.7,No,1
2016,1874.0,226,@camilasuarezbogota,TikTok,Comentario,si esto resulta ser falso alguien tiene que responder por el daño.,,,2026-03-15 04:06:13,Fan_Antiguo,1132.7,446,4.0,1.0,No,0
2017,1838.0,173,@mateox,Instagram,Descripción de captura,Esto habla más de nosotros como internet que de Kai la verdad y cada rato cambia la versión,#FakeNews #EvaluandoLaSituacion,,2026-03-15 03:16:54,Verificado,604.3,958,28.0,2.5,No,1
2018,1941.0,324,@david_00,X,Comentario,Circula que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado,#KaiMentiroso #EvaluandoLaSituacion,,2026-03-15 03:47:54,Anónimo,2.3,146,115.0,14.7,Sí (idéntico a publicación de 2023 sobre otro creador),1
2019,1882.0,213,@julianortiz_col,TikTok,Comentario,no puedo creer lo que está pasando con Kai otra vez 💀,#QueDijoKai #OjoConEstoKai,,2026-03-15 03:18:37,Anónimo,1832.8,3359,68.0,5.5,No,0
2020,1985.0,193,@tatiana,Instagram,Transcripción de audio/video,"cada rato sale un testigo nuevo, esto ya parece novela y cada rato cambia la versión.",#Cancelado,,2026-03-15 04:34:28,Anónimo,486.5,1215,68.0,2.2,No,1
2021,1918.0,75,@cristianmedina_,TikTok,Comentario,actualización: yo estaba conectado desde el minuto uno y no vi nada extraño,#QueDijoKai #Cancelado,,2026-03-15 06:13:23,Fan_Antiguo,30.0,58934,52.0,5.3,No,1
2022,1984.0,262,@oscarpinzon,X,Comentario,"posta que me contaron que alguien del equipo renunció por esto, sin confirmación",#QueDijoKai,,2026-03-15 04:31:56,Cuenta_Nueva,0.2,142,,13.5,Posible (similar a una publicación anterior),1
2023,1982.0,234,@david03,X,Comentario,"seguí el proceso desde el chat en vivo, a mí se vio transparente",,,2026-03-15 04:20:09,Fan_Antiguo,1143.8,3770,33.0,0.1,No,2
2024,,73,@lilianarios_00,Instagram,Repost/Cita,la cantidad de cuentas nuevas comentando esto me da mala espina de verdad...,,,2026-03-15 03:30:04,Fan_Antiguo,248.8,8978,130.0,0.1,No,0
2025,1828.0,326,@ricardo_uni,X,Repost/Cita,en mi casa no se habla de otra cosa desde anoche ya en serio,#QueDijoKai #Cancelado,,2026-03-15 03:54:12,Anónimo,10.3,901,51.0,1.2,No,0
2026,1966.0,153,@tatianalopez_,X,Repost/Cita,si esto resulta ser falso alguien tiene que responder por el daño y todavía falta que hable Kai...,#KaiDuarte,,2026-03-15 04:27:41,Anónimo,4000.0,5982,64.0,0.1,No,0
2027,,343,@angie07,X,Post original,no puedo creer lo que está pasando con Kai la verdad 🤔🤔,#VerificaAntesDeCompartir,,2026-03-15 03:59:04,Cuenta_Nueva,21.7,613,116.0,2.4,No,0
2028,1976.0,203,@danielaperez2020,Instagram,Comentario,Yo esperaría el comunicado oficial antes de opinar sinceramente,,,2026-03-15 04:00:34,Verificado,30.0,3012,71.0,4.4,No,1
2029,1859.0,307,@adrianacun,Foro anónimo,Comentario,ojo con esto: un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado,#FueraKai,,2026-03-15 04:04:07,Cuenta_Nueva,17.8,24,169.0,3.6,No,0
2030,1761.0,114,@tomaspinzonsabana,TikTok,Comentario,"honestamente, nadie de los que participamos notó nada fuera de lo normal esa noche",,,2026-03-15 03:05:51,Fan_Antiguo,30.0,1697,159.0,6.0,No,3
2031,,445,@DatosClarosCo,X,Post original,Pedimos cautela: varias publicaciones repiten el mismo texto casi palabra por palabra en minutos.,#VerificaAntesDeCompartir,,2026-03-15 01:33:36,Verificado,2400.0,130000,876.0,9.0,No,0
2032,1708.0,261,@camilalopez99,X,Comentario,la cantidad de cuentas nuevas comentando esto me da mala espina otra vez,#Cancelado,,2026-03-15 03:01:28,Anónimo,1.5,5573,43.0,5.3,No,0
2033,1767.0,55,@samuelco,TikTok,Descripción de captura,en mi casa no se habla de otra cosa desde anoche ya en serio,#EvaluandoLaSituacion,,2026-03-15 05:58:39,Fan_Antiguo,123.3,7061,15.0,2.8,No,0
2034,1664.0,252,@karen_col,X,Repost/Cita,si esto no se aclara hoy se va a armar una novela de meses y eso que apenas empieza el día,,,2026-03-15 03:40:53,Verificado,2028.8,5252,97.0,4.1,No,1
2035,2000.0,323,@jhonmedina15,X,Comentario,"UrbanKrew lleva media hora sin responder nada, mal ahí",,NovaVolt,2026-03-15 03:53:13,Cuenta_Nueva,17.5,1391,50.0,3.1,No,0
2036,,46,@david,TikTok,Comentario,"UrbanKrew lleva media hora sin responder nada, mal ahí",#KaiDuarte,UrbanKrew,2026-03-15 01:48:21,Fan_Antiguo,1595.0,587,65.0,2.1,No,0
2037,2029.0,268,@viviana_real,X,Comentario,ojo con esto: un tiktok con millones de vistas ya lo dio por hecho,#KaiDuarte #Cancelado,,2026-03-15 04:07:09,Cuenta_Nueva,10.6,1154,932.0,10.9,Sí (idéntico a publicación de 2023 sobre otro creador),0
2038,1957.0,248,@nicolaspinzon22,Foro anónimo,Comentario,el que suba a defenderlo sin pruebas también me da desconfianza 😳😳,#Cancelado,,2026-03-15 03:40:19,Anónimo,1947.6,12516,39.0,2.3,No,0
2039,2015.0,295,@kevin15,X,Comentario,me acaban de contar que circula una lista de pruebas pero ninguna se puede verificar bien,#CancelenAKai,,2026-03-15 02:48:40,Anónimo,22.8,699,258.0,11.4,Sí (idéntico a publicación de 2023 sobre otro creador),1
2040,1848.0,239,@oscarrojascun,Instagram,Comentario,"yo hacía memes de Kai, ahora no sé ni qué publicar 😭😭",#KaiDuarte #QueDijoKai,,2026-03-15 04:07:32,Anónimo,1224.3,1924,117.0,1.1,No,0
2041,1673.0,271,@manuela34,X,Transcripción de audio/video,yo vine a leer los comentarios que siempre son mejores que la noticia sin exagerar,#EvaluandoLaSituacion,,2026-03-15 03:06:42,Anónimo,6.3,555,6.0,1.2,No,0
2042,,257,@carolinaramirez34,Instagram,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer otra vez 🤔🤔,,,2026-03-15 03:00:40,Anónimo,7.3,69,38.0,1.5,No,1
2043,1941.0,314,@esteban_uni,Foro anónimo,Repost/Cita,increíble como en una noche esto se salió de control sinceramente,#Cancelado #FueraKai,,2026-03-15 03:54:36,Anónimo,4.7,256,130.0,3.5,No,0
2044,1986.0,224,@jorgecardenasbogota,X,Comentario,"NovaVolt lleva media hora sin responder nada, mal ahí",,NovaVolt,2026-03-15 04:03:43,Fan_Antiguo,742.1,1582,53.0,0.1,No,0
2045,1746.0,292,@valentinasuarez_real,TikTok,Comentario,La cantidad de cuentas nuevas comentando esto me da mala espina y todavía falta que hable Kai...,#EvaluandoLaSituacion,,2026-03-15 04:04:15,Anónimo,6.5,446,66.0,2.9,No,0
2046,2034.0,187,@kevingomez03,Instagram,Comentario,"cada quien cree lo que quiere creer, ya nadie mira pruebas otra vez",,,2026-03-15 03:53:08,Fan_Antiguo,454.0,24484,335.0,1.5,No,0
2047,,217,@natalia,TikTok,Comentario,Honestamente ya perdí la cuenta de cuántas pruebas van sin exagerar,#EvaluandoLaSituacion #YoLeCreoAKai,,2026-03-15 03:01:52,Anónimo,944.4,1630,16.0,2.5,No,0
2048,1672.0,327,@yuliana07,Instagram,Comentario,NovaVolt debería esperar los resultados antes de tomar una decisión así de grande,#JusticiaParaKai #QueDijoKai,NovaVolt,2026-03-15 05:31:15,Cuenta_Nueva,14.7,52,7.0,1.8,No,0
2049,,139,@gabrielanino_real,X,Comentario,@PulsoTech ustedes ya sabían de esto o no? necesitamos que hablen,#Cancelado,UrbanKrew,2026-03-15 02:48:52,Anónimo,2428.8,1858,,2.5,No,0
2050,1967.0,307,@adrianacun,X,Comentario,"que fastidio, otra vez cancelando a alguien sin dejarlo hablar otra vez 🤔🤔",#KaiDuarte,,2026-03-15 04:33:49,Cuenta_Nueva,17.8,24,17.0,2.4,No,0
2051,,227,@fabian03,X,Comentario,"cada quien cree lo que quiere creer, ya nadie mira pruebas",#KaiMentiroso,,2026-03-15 02:21:22,Anónimo,865.1,645,18.0,0.3,No,0
2052,1777.0,127,@diegocun,X,Transcripción de audio/video,"Que fastidio, otra vez cancelando a alguien sin dejarlo hablar de verdad",#Cancelado,,2026-03-15 05:07:32,Fan_Antiguo,1580.1,1614,55.0,1.7,No,1
2053,1822.0,50,@ivanalarcon_col,TikTok,Comentario,"a mi me da igual, no sigo a Kai pero el trending me tiene aquí leyendo y eso que apenas empieza el día.",#KaiDuarte,,2026-03-15 05:32:19,Anónimo,2157.2,12104,68.0,2.6,No,0
2054,1990.0,266,@gabrielasabana,X,Comentario,Dicen que un tiktok con millones de vistas ya lo dio por hecho,#KaiDuarte #KaiMentiroso,,2026-03-15 03:24:10,Cuenta_Nueva,13.9,1813,108.0,11.5,Sí (idéntico a publicación de 2023 sobre otro creador),1
2055,1927.0,427,@fansdekai_532,X,Comentario,el recorte de 14 segundos le quita todo el contexto a lo que dijo,#JusticiaParaKai,,2026-03-15 06:11:48,Anónimo,1350.2,110,172.0,5.8,No,0
2056,1793.0,139,@gabrielanino_real,TikTok,Comentario,"yo hacía memes de Kai, ahora no sé ni qué publicar y las marcas ni se han pronunciado bien...",#YoLeCreoAKai #KaiEsInocente,,2026-03-15 04:18:02,Anónimo,2428.8,1858,14.0,3.4,No,1
2057,1715.0,179,@hector15,X,Comentario,alguien me explica bien qué fue lo que pasó anoche y eso que apenas empieza el día...,,,2026-03-15 02:55:08,Anónimo,1917.0,11210,27.0,1.8,No,0
2058,1940.0,168,@natalianino98,TikTok,Comentario,literal me desperté y lo primero que vi fue esto sin exagerar,,,2026-03-15 06:00:54,Anónimo,363.6,4660,163.0,4.1,No,1
2059,1955.0,239,@oscarrojascun,Instagram,Comentario,"me acaban de contar que vi un live reaccionando que desmontó todo, aunque no lo vi completo",#KaiMentiroso,,2026-03-15 03:14:26,Anónimo,1224.3,1924,933.0,6.2,Sí (idéntico a publicación de 2023 sobre otro creador),1
2060,1859.0,142,@isabellasabana,X,Comentario,nadie de los que participamos notó nada fuera de lo normal esa noche,,,2026-03-15 04:20:49,Bot_Sospechoso,448.8,11085,112.0,1.8,No,6
2061,,220,@juliannino_00,TikTok,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer ya en serio 😭,#OjoConEstoKai,,2026-03-15 01:44:26,Verificado,423.8,1149,108.0,2.6,No,0
2062,1957.0,91,@cesarramirezcun,TikTok,Comentario,para que sepan: un conocido trabaja en el canal y dice que ahí todo queda respaldado,#EvaluandoLaSituacion #JusticiaParaKai,,2026-03-15 03:40:10,Verificado,2835.2,1010,109.0,5.0,No,2
2063,,302,@carlos_oficial,TikTok,Descripción de captura,"cada rato sale un testigo nuevo, esto ya parece novela y las marcas ni se han pronunciado bien",,,2026-03-15 02:47:18,Cuenta_Nueva,,9,63.0,1.6,No,0
2064,1789.0,202,@melissagomez_11,X,Comentario,yo creo que nadie de los que participamos notó nada fuera de lo normal esa noche,,,2026-03-15 03:50:33,Anónimo,1288.8,466,252.0,2.9,Posible (similar a una publicación anterior),4
2065,2031.0,153,@tatianalopez_,X,Comentario,dato: seguridad del evento confirmó que hubo varios testigos presentes,,,2026-03-15 01:40:03,Bot_Sospechoso,4000.0,5982,45.0,5.3,No,3
2066,,94,@nataliaramirezsabana,Instagram,Comentario,"sea cual sea la verdad, la forma en que se está manejando esto es un desastre sinceramente 💀",#QueDijoKai,,2026-03-15 03:29:51,Anónimo,1465.7,1005,141.0,1.4,No,0
2067,1945.0,88,@carlosmedina,Instagram,Comentario,yo creo que un conocido trabaja en el canal y dice que ahí todo queda respaldado,,,2026-03-15 04:34:47,Verificado,857.9,1603,1291.0,5.5,No,5
2068,1946.0,307,@adrianacun,TikTok,Descripción de captura,mis amigas y yo llevamos toda la noche hablando de esto de verdad...,#Cancelado,,2026-03-15 05:12:12,Cuenta_Nueva,17.8,24,199.0,4.0,No,0
2069,1989.0,186,@monicarios,TikTok,Descripción de captura,"vi que PulsoTech sacó un comunicado, muy tibio la verdad",#JusticiaParaKai #EvaluandoLaSituacion,NovaVolt,2026-03-15 04:35:08,Anónimo,885.4,3535,329.0,0.9,No,0
2070,1829.0,83,@luisa_ug,X,Transcripción de audio/video,yo esperaría el comunicado oficial antes de opinar y las marcas ni se han pronunciado bien,#JusticiaParaKai,,2026-03-15 03:23:17,Fan_Antiguo,1570.9,988,78.0,0.1,No,0
2071,1807.0,212,@sofiaco,TikTok,Comentario,"esto se puso serio rapidísimo, hace una hora era chisme y las marcas ni se han pronunciado bien 💀💀",#KaiDuarte #QueDijoKai,,2026-03-15 05:26:05,Fan_Antiguo,597.0,3332,246.0,0.3,No,0
2072,,130,@brayan_,X,Descripción de captura,Alguien me explica bien qué fue lo que pasó anoche sinceramente,,,2026-03-15 01:27:26,Bot_Sospechoso,413.0,160,67.0,0.6,No,2
2073,1767.0,287,@lilianax,X,Comentario,Circula que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado,#CancelenAKai,,2026-03-15 05:53:11,Cuenta_Nueva,20.0,280,127.0,12.3,Sí (idéntico a publicación de 2023 sobre otro creador),1
2074,1899.0,84,@laurasuarez_00,X,Repost/Cita,esto me recuerda a como diez casos parecidos y las marcas ni se han pronunciado bien,#EvaluandoLaSituacion,,2026-03-15 05:09:02,Verificado,911.9,44186,206.0,0.1,No,0
2075,,155,@monicaalarcon22,Instagram,Comentario,yo sigo esperando que Kai diga algo ya en serio,#KaiDuarte,,2026-03-15 01:36:41,Fan_Antiguo,397.5,1537,14.0,2.2,No,0
2076,2021.0,298,@juliancastro_ug,TikTok,Comentario,"Actualización: el clip completo, sin el corte de 14 segundos, cuenta una historia distinta",,,2026-03-15 06:21:26,Anónimo,11.5,268,78.0,5.6,No,1
2077,1858.0,274,@tomaspardotv,X,Comentario,un tiktok con millones de vistas ya lo dio por hecho,,,2026-03-15 03:51:11,Cuenta_Nueva,7.3,52,993.0,18.8,Sí (idéntico a publicación de 2023 sobre otro creador),0
2078,1933.0,278,@isabellaalarcon_11,Foro anónimo,Comentario,posta que circula el rumor de que hay más pruebas guardadas para después,,,2026-03-15 05:21:36,Anónimo,11.2,119,940.0,8.6,No,0
2079,1754.0,262,@oscarpinzon,X,Comentario,mis amigas y yo llevamos toda la noche hablando de esto y eso que apenas empieza el día,#FakeNews,,2026-03-15 03:50:28,Cuenta_Nueva,0.2,142,23.0,3.2,No,0
2080,1960.0,268,@viviana_real,TikTok,Comentario,circula que dicen que hay un audio filtrado completo pero nadie lo ha mostrado,#KaiMentiroso #Cancelado,,2026-03-15 05:09:01,Cuenta_Nueva,10.6,1154,116.0,5.0,Sí (idéntico a publicación de 2023 sobre otro creador),1
2081,1941.0,386,@despiertaya_214,X,Repost/Cita,"confirmado, Kai amañó el sorteo, pasen la voz #CancelenAKai",#CancelenAKai,,2026-03-15 04:46:01,Bot_Sospechoso,2.1,4403,159.0,28.7,No,0
2082,2021.0,120,@sara_real,Instagram,Comentario,Dato: yo estaba conectado desde el minuto uno y no vi nada extraño,,,2026-03-15 06:48:23,Fan_Antiguo,30.0,618,225.0,0.1,Posible (similar a una publicación anterior),4
2083,1970.0,190,@carlosmedinatv,TikTok,Comentario,"posta que me contaron que alguien del equipo renunció por esto, sin confirmación",#KaiDuarte,,2026-03-15 04:09:29,Verificado,1927.5,11752,55.0,6.0,No,1
2084,1827.0,300,@ivan2020,TikTok,Comentario,Circula una lista de pruebas pero ninguna se puede verificar bien,,,2026-03-15 04:23:40,Cuenta_Nueva,17.7,815,1690.0,8.9,Sí (idéntico a publicación de 2023 sobre otro creador),0
2085,1708.0,109,@juanlopez07,Instagram,Comentario,"yo hacía memes de Kai, ahora no sé ni qué publicar sinceramente...",#Cancelado,,2026-03-15 02:54:53,Anónimo,633.6,1789,117.0,1.8,No,1
2086,1984.0,366,@mvidalteam_057,X,Repost/Cita,"KAI ES CULPABLE, ya hay pruebas, no lo defiendan más #CancelenAKai",#CancelenAKai,,2026-03-15 04:25:53,Bot_Sospechoso,2.5,16887,261.0,14.6,No,0
2087,1956.0,40,@claudia_ug,Instagram,Repost/Cita,"esto se puso serio rapidísimo, hace una hora era chisme y cada rato cambia la versión",#QueDijoKai,,2026-03-15 03:27:50,Anónimo,678.4,5987,23.0,3.6,No,0
2088,2067.0,45,@david07,X,Comentario,"actualización: el proceso del sorteo se hizo con testigos externos, no solo del equipo de Kai",#KaiDuarte #Cancelado,,2026-03-15 04:42:18,Verificado,868.5,2340,768.0,7.1,No,0
2089,2004.0,147,@ricardorios2020,X,Comentario,honestamente ya perdí la cuenta de cuántas pruebas van y cada rato cambia la versión,#QueDijoKai,,2026-03-15 04:28:26,Anónimo,188.5,943,124.0,1.8,No,0
2090,1754.0,209,@isabellamoreno99,X,Comentario,yo llevo horas viendo hilos sobre esto en vez de dormir otra vez 🤔🤔,,,2026-03-15 04:07:16,Fan_Antiguo,30.0,659,30.0,1.9,No,0
2091,1819.0,234,@david03,X,Repost/Cita,"todo mundo subiendo teorías, nadie subiendo pruebas otra vez...",,,2026-03-15 05:11:23,Fan_Antiguo,1143.8,3770,16.0,1.1,No,0
2092,2054.0,157,@jorgepardo03,X,Comentario,honestamente ya perdí la cuenta de cuántas pruebas van ya en serio.,#EvaluandoLaSituacion,,2026-03-15 03:54:30,Anónimo,1414.8,20991,49.0,2.6,No,0
2093,1956.0,385,@despiertaya_406,TikTok,Repost/Cita,"no dejen que borren la evidencia, guarden capturas ya #CancelenAKai",#CancelenAKai,,2026-03-15 03:21:05,Bot_Sospechoso,1.5,11369,155.0,2.8,No,0
2094,,147,@ricardorios2020,TikTok,Repost/Cita,"La marca ya se está lavando las manos, típico ya en serio 🤔",#Cancelado #QueDijoKai,,2026-03-15 00:28:22,Anónimo,188.5,943,58.0,2.4,No,0
2095,1927.0,404,@teamkai_817,Instagram,Comentario,"llevo horas buscando la prueba de verdad y no existe, es puro rumor",#JusticiaParaKai,,2026-03-15 05:18:03,Anónimo,796.4,717,60.0,2.0,No,0
2096,,303,@melissa2020,Instagram,Comentario,"que oso si es verdad, y que oso si no lo es y eso que apenas empieza el día",,,2026-03-15 01:54:37,Anónimo,12.1,971,29.0,0.1,No,1
